parent_product_id,review_count,review_text_count
b00xkjarmo,1,1
b00xl21wc4,1,1
b00xlbysxu,1,1
b00xlhg1p2,1,1
b00xlik3zu,1,1
b00xljw5t6,1,1
b00xll3oi0,1,1
b00xllccr4,4,4
b00xlnjyp0,1,1
b00xlv9lcs,1,1
b00xm7th70,3,3
b00xmqi1q4,1,1
b00xmrvf7a,1,1
b00xn4111w,7,7
b00xn82bz8,1,1
b00xnc818k,1,1
b00xncah96,1,1
b00xndavuu,2,2
b00xnmairm,1,1
b00xnmdzn6,2,2
b00xnmmo2e,2,2
b00xnplq20,3,3
b00xnpm3v8,4,4
b00xnqf5sa,1,1
b00xnqov3a,2,2
b00xnrnres,3,3
b00xns09hk,1,1
b00xo02rb8,1,1
b00xo9mazm,1,1
b00xo9ngua,1,1
b00xo9ryus,1,1
b00xox8xig,1,1
b00xp4s0k0,2,2
b00xp4vnzy,1,1
b00xp4w5em,1,1
b00xp4yh7u,1,1
b00xp5lphe,1,1
b00xp63r06,1,1
b00xpdver2,7,7
b00xpn31x2,6,6
b00xpuf0yi,1,1
b00xq03en6,17,17
b00xq0m1oy,1,1
b00xq1zkzu,1,1
b00xqemsp2,3,3
b00xr3q934,1,1
b00xrp2h60,2,2
b00xrr0iri,1,1
b00xrtewy6,1,1
b00xrw6ybw,1,1
b00xs46126,2,2
b00xs55y64,2,2
b00xs5yu82,4,4
b00xsc2g4a,1,1
b00xsc92h4,5,5
b00xt0osuq,1,1
b00xt0oy5a,1,1
b00xt0ph10,2,2
b00xt2rmdy,1,1
b00xt4wl8s,1,1
b00xt683ug,15,15
b00xt78eky,1,1
b00xtu9rf2,1,1
b00xtuwp4m,3,3
b00xtzcv3w,1,1
b00xtzs186,1,1
b00xu3x4vq,1,1
b00xu4mqb4,1,1
b00xu68v2u,1,1
b00xu6935y,1,1
b00xu6knai,1,1
b00xuhsuhu,1,1
b00xuin3x0,14,14
b00xv1rjt0,1,1
b00xv1uoem,2,2
b00xv2xngw,1,1
b00xv538xm,1,1
b00xve8o1y,1,1
b00xvj9kee,1,1
b00xvmbwgu,1,1
b00xw2n5x2,2,2
b00xw31cjk,2,2
b00xw7lqns,1,1
b00xw7lr8w,1,1
b00xwb1u6c,1,1
b00xwccsvw,3,3
b00xwdpnfy,1,1
b00xwf56xq,1,1
b00xwfbtf0,1,1
b00xwldzc4,5,5
b00xwlvkrg,2,2
b00xwm1tdu,1,1
b00xwme5pe,4,4
b00xwmovy4,1,1
b00xwpp3ac,1,1
b00xwswswk,2,2
b00xwsxas6,1,1
b00xwt3bbq,1,1
b00xx91s88,2,2
b00xxer69s,2,2
b00xxfzuwc,1,1
b00xxg4aw2,2,2
b00xxgphl0,1,1
b00xxhyvx4,3,3
b00xxoajhy,1,1
b00xxyaldg,1,1
b00xy58uiw,5,5
b00xy76ye2,1,1
b00xyb73mu,2,2
b00xydr4ou,1,1
b00xye8312,1,1
b00xye9id4,1,1
b00xye9rvc,1,1
b00xyesn1m,1,1
b00xypo540,3,3
b00xyqtlmk,1,1
b00xyt1w3i,1,1
b00xzgpyqg,1,1
b00xzmlgdk,1,1
b00xzod93s,2,2
b00xzomfns,1,1
b00xztjx7o,2,2
b00xzv2n9w,1,1
b00y02p7c0,4,4
b00y0hdl1o,19,19
b00y0mjz64,2,2
b00y0nvh8c,2,2
b00y1gy37u,2,2
b00y1i0dze,1,1
b00y1i722q,7,7
b00y1kuajg,2,2
b00y1kudkw,1,1
b00y1nk21e,1,1
b00y1p0og0,1,1
b00y1pm4fe,1,1
b00y1ptc5e,1,1
b00y1pumr6,1,1
b00y1q4rzs,2,2
b00y1u10hc,5,5
b00y1vwm5a,12,12
b00y20ylky,1,1
b00y21r772,1,1
b00y23yyty,5,5
b00y245jre,5,5
b00y2dv28u,1,1
b00y36v48e,1,1
b00y38rbck,1,1
b00y3gi84c,1,1
b00y3h339g,4,4
b00y3kd2lc,1,1
b00y3kd5og,1,1
b00y3o1seq,2,2
b00y3qydg4,2,2
b00y425fvo,1,1
b00y449frc,1,1
b00y4ercek,1,1
b00y4ercou,4,4
b00y4nb9uo,1,1
b00y4nryg2,1,1
b00y4o7dxu,2,2
b00y5p0862,1,1
b00y5prx42,1,1
b00y6rcy8o,2,2
b00y7gi5qo,1,1
b00y7iuo0m,1,1
b00y7qsbwm,1,1
b00y7qsk6e,1,1
b00y7zndsa,1,1
b00y83xpg6,1,1
b00y84uf4u,1,1
b00y871mbw,1,1
b00y8miplc,1,1
b00y8ugwxw,1,1
b00y90o5ki,1,1
b00y90ofy4,1,1
b00y9keyjk,2,2
b00y9ukltm,1,1
b00y9vwsd8,1,1
b00ya8vhi2,1,1
b00yacf0t0,1,1
b00yaegkre,1,1
b00yaes07w,1,1
b00yaogd4e,3,3
b00yb0nqaq,1,1
b00yb15gw6,1,1
b00ybfz2y4,1,1
b00ybuh4rc,44,44
b00ybunjiu,4,4
b00ybvqkki,1,1
b00yby03na,1,1
b00yc0l06c,1,1
b00yc0vbkw,1,1
b00yc1kse6,1,1
b00yc24i9q,5,5
b00ycoqnmo,1,1
b00ycrlgv4,1,1
b00yctfk28,1,1
b00ycwkfac,1,1
b00yczo9jw,1,1
b00yd3xcp0,1,1
b00yd6byqq,1,1
b00yd70eb6,2,2
b00yd81js2,1,1
b00ydlgrja,1,1
b00ydn4das,1,1
b00ydorjxk,1,1
b00ydoxbbe,2,2
b00ydpweum,1,1
b00ydyzbj4,1,1
b00ye2p0r8,4,4
b00ye5683k,1,1
b00ye5st3w,1,1
b00ye63c1u,4,4
b00yeh6mbq,1,1
b00yen3gfa,1,1
b00yer6oiw,9,9
b00yew715m,1,1
b00yfbtsey,1,1
b00yfebuyw,1,1
b00yfedw3o,1,1
b00yfj9prq,1,1
b00yfmp2s4,2,2
b00yfpatt8,1,1
b00yfpsxnw,1,1
b00yfq03kw,3,3
b00yfqb0ue,1,1
b00yfsi8ys,3,3
b00yfu2aeu,1,1
b00yg1pib0,7,7
b00yg1pie2,1,1
b00yg4d6uw,5,5
b00ygk1d10,1,1
b00ygn33ew,1,1
b00ygozmhw,1,1
b00ygp2u2q,1,1
b00ygp3aa2,1,1
b00ygp8dja,1,1
b00ygpb55o,1,1
b00ygpi3t0,1,1
b00ygpj9d4,1,1
b00ygpn2dc,1,1
b00ygpnonu,1,1
b00ygpo5yw,1,1
b00ygpo9u2,1,1
b00ygpryuo,1,1
b00ygptfmy,1,1
b00ygpxd4k,1,1
b00ygpyt34,3,3
b00ygq07ts,1,1
b00ygq3foc,1,1
b00ygq6ate,1,1
b00ygq7020,1,1
b00ygqeu0u,1,1
b00ygqlbzc,1,1
b00ygqoclw,1,1
b00ygr0euy,1,1
b00ygr0gpm,1,1
b00ygr12r8,1,1
b00ygr2bcs,1,1
b00ygr2ilm,3,3
b00ygr30sm,1,1
b00ygtb3no,1,1
b00yhgjsuq,1,1
b00yhn7m5m,1,1
b00yi56b9w,1,1
b00yi57qsm,1,1
b00yi581mc,1,1
b00yi58tag,1,1
b00yia7scg,1,1
b00yia82bw,1,1
b00yia8ldg,1,1
b00yiekc4i,1,1
b00yizv200,1,1
b00yizv29g,1,1
b00yj095gc,1,1
b00yj3auae,24,24
b00yjdpx9m,2,2
b00yjdz2js,2,2
b00yjlyzv6,4,4
b00yjm0mps,1,1
b00yjm22t2,2,2
b00yk581vg,2,2
b00yl2yp8q,1,1
b00yl49heq,2,2
b00ylgrbtc,16,16
b00ylkiy44,1,1
b00ylvza7m,2,2
b00ym0xcrc,1,1
b00ym2pu0m,1,1
b00ymk69mm,1,1
b00yml13ou,37,37
b00ymljjeq,2,2
b00yn233xm,1,1
b00yngbnfi,5,5
b00yngnfzy,2,2
b00ynhxwjm,2,2
b00ynj1ojk,1,1
b00ynj2xae,1,1
b00ynkzy2w,1,1
b00ynrki1m,1,1
b00ynt4lsg,1,1
b00yny213i,1,1
b00yo024co,1,1
b00yo09ndc,1,1
b00yo13i0u,3,3
b00yo6tou8,2,2
b00yo6trvy,1,1
b00yo8r0u2,2,2
b00yokuqom,1,1
b00yp54xgs,1,1
b00ypa6xra,2,2
b00yplij76,1,1
b00ypqhv16,1,1
b00yps7jm0,17,17
b00ypyd4im,1,1
b00yq532nc,1,1
b00yq6m90i,1,1
b00yq9u1ci,1,1
b00yqarz5s,5,5
b00yqbox34,1,1
b00yqc64vm,1,1
b00yqf355m,1,1
b00yqfzquy,1,1
b00yqg0h9i,1,1
b00yqhjjp0,1,1
b00yqlqfto,1,1
b00yr0uhfw,1,1
b00yr8aqqy,1,1
b00yrbpnby,3,3
b00yrinnx2,1,1
b00yrnb2lm,1,1
b00yrzysk2,2,2
b00yrzzce8,2,2
b00ys3aeyc,3,3
b00ys3aiei,1,1
b00ys3ryxg,1,1
b00ysapbr0,1,1
b00ysmlkku,1,1
b00yss9cya,3,3
b00yss9db2,1,1
b00yss9m7c,1,1
b00yss9tzc,1,1
b00yss9xl2,1,1
b00yssaeec,1,1
b00yssag5o,1,1
b00yssaiti,1,1
b00yssb3k6,1,1
b00yssb58q,1,1
b00yssb74i,1,1
b00yssbbda,1,1
b00yssbcwk,1,1
b00yssbd60,1,1
b00yssbf36,1,1
b00yssbuvs,1,1
b00yssbvp8,1,1
b00yssbxco,1,1
b00yssdh8w,1,1
b00yssdonu,2,2
b00yssdroq,1,1
b00yssenvw,1,1
b00yssf2y4,1,1
b00yssfj7e,2,2
b00yssfpwi,3,3
b00yssfvko,1,1
b00yssfy7y,1,1
b00ysz1mfu,3,3
b00yt1a5zg,13,13
b00yt22rp6,5,5
b00ytf0lgu,1,1
b00ytmzt2y,1,1
b00ytw4pfq,12,12
b00yu0go1u,2,2
b00yu4im8e,2,2
b00yuqt5v0,1,1
b00yuqtbyg,1,1
b00yuqtkgk,1,1
b00yuqtuw4,2,2
b00yuqu3ie,3,3
b00yuw8oos,1,1
b00yux7kym,1,1
b00yv1zvhg,1,1
b00yv3b2sg,3,3
b00yv5m7em,1,1
b00yv6h9ia,1,1
b00yv9vn1g,3,3
b00yvf7508,10,10
b00yvjya7u,1,1
b00yw4qdlu,4,4
b00yw6fppi,1,1
b00yw7ryvk,1,1
b00yw94ha4,2,2
b00ywbpzsk,1,1
b00ywbq2l4,1,1
b00ywbq5aw,4,4
b00ywbq7w8,3,3
b00ywbr1n2,1,1
b00ywbtj96,1,1
b00ywbtyua,1,1
b00ywbu576,1,1
b00ywcqbx2,1,1
b00ywcr10e,1,1
b00ywhseuu,5,5
b00ywlt3x8,1,1
b00ywn492g,1,1
b00ywnl7m6,1,1
b00ywouthe,1,1
b00yx173zm,1,1
b00yx189tg,1,1
b00yx8qa4k,1,1
b00yxi5064,1,1
b00yy4u8go,6,6
b00yy4vcdc,6,6
b00yycrjxg,2,2
b00yynliw8,3,3
b00yyugu4c,2,2
b00yz0i968,1,1
b00yz25e7i,1,1
b00yz516eu,1,1
b00yz51aby,1,1
b00yz51e92,1,1
b00yz6njwg,6,6
b00yz6nmp0,1,1
b00yz8yz54,1,1
b00yzcupwm,1,1
b00yzcuxh4,1,1
b00yzcuy78,1,1
b00yzcv1os,1,1
b00yzcv2ag,1,1
b00yzp0paq,2,2
b00yzwrz6q,1,1
b00z09ydm2,1,1
b00z0efygq,1,1
b00z1bugmu,1,1
b00z2l0trg,1,1
b00z36eqlu,11,11
b00z3ngduk,1,1
b00z3vkt52,1,1
b00z3x4x7u,1,1
b00z3xbcsi,1,1
b00z3xvytk,1,1
b00z3yflcu,1,1
b00z41617g,1,1
b00z41ogd2,1,1
b00z43vvx8,2,2
b00z4fgrzs,1,1
b00z4fjz8y,1,1
b00z4nhxyy,1,1
b00z51h60g,1,1
b00z5ak7ty,2,2
b00z5b63pu,1,1
b00z5fccow,2,2
b00z5ketd4,38,38
b00z5phti6,1,1
b00z6isdk0,1,1
b00z6zrwge,1,1
b00z7g4tae,2,2
b00z7nv4nc,1,1
b00z7tavqw,1,1
b00z7xlnpg,1,1
b00z7yg346,1,1
b00z80am28,1,1
b00z8mck6m,3,3
b00z906f1o,2,2
b00z97fmvg,1,1
b00z9qnt8u,1,1
b00z9v5h1c,2,2
b00z9z6vqs,1,1
b00za1t9ss,1,1
b00za2457w,2,2
b00za5hckq,1,1
b00za5igds,1,1
b00zaan90s,3,3
b00zaao222,1,1
b00zaaorz4,1,1
b00zaatmze,2,2
b00zaavt1o,1,1
b00zamjnec,1,1
b00zas887y,1,1
b00zasthqu,1,1
b00zb9m4uy,1,1
b00zbb3sqq,1,1
b00zbcljsy,28,28
b00zbgdr1w,2,2
b00zbpkxem,3,3
b00zbu0pmw,1,1
b00zbu3ink,1,1
b00zbu7zpw,1,1
b00zbubj7c,1,1
b00zc11rdg,2,2
b00zc2n6ac,14,14
b00zchcxfg,5,5
b00zcm43ju,1,1
b00zcmsz3a,2,2
b00zctqb48,1,1
b00zd2bm2a,1,1
b00zd2m1mk,1,1
b00zd2tve6,1,1
b00zd78gcy,7,7
b00zdbzypm,1,1
b00zdflma4,1,1
b00zdi3l00,16,16
b00zdmi18i,1,1
b00zdmy4ie,2,2
b00zenrfaq,12,12
b00zevl0wm,1,1
b00zey2nny,1,1
b00zf9d9g8,1,1
b00zfbqw3i,1,1
b00zfbt686,2,2
b00zfid2am,2,2
b00zg2alkq,1,1
b00zg77co4,4,4
b00zgdpfqa,1,1
b00zgh0meq,4,4
b00zgp2t1c,1,1
b00zgs39rm,1,1
b00zgth94u,1,1
b00zgukb0i,1,1
b00zgz0ol4,6,6
b00zh1fb9w,1,1
b00zhsqx42,1,1
b00zhsrtyk,2,2
b00zhssc4q,1,1
b00zhueziq,4,4
b00zicytg6,2,2
b00zii429o,1,1
b00zii44m4,1,1
b00zinutvo,1,1
b00zivti5y,3,3
b00zjcn6o6,2,2
b00zjga8ys,1,1
b00zkdn34m,2,2
b00zke559w,1,1
b00zko42rs,1,1
b00zkr6pma,3,3
b00zkwp9h2,1,1
b00zl9if6g,1,1
b00zlses6i,1,1
b00zm36c98,2,2
b00zm6vv1y,1,1
b00zmup66q,1,1
b00zmzx2ps,1,1
b00zmzyr7k,1,1
b00zn01k2e,1,1
b00zn02ytm,1,1
b00zntohck,4,4
b00znv5n8u,6,6
b00zoa9lx8,1,1
b00zoej9qi,1,1
b00zp6ukww,1,1
b00zp6x81c,2,2
b00zp6xfag,4,4
b00zpn2fyq,3,3
b00zpqnj66,2,2
b00zpvjmd0,1,1
b00zpvkcha,2,2
b00zpvkhlq,9,9
b00zq5olli,1,1
b00zq6ndrk,1,1
b00zq6o6vm,1,1
b00zqdxqx4,4,4
b00zqenwws,1,1
b00zqepz78,1,1
b00zqeqqia,1,1
b00zqgq61k,1,1
b00zql8b9k,1,1
b00zqumbew,1,1
b00zr1xq7g,2,2
b00zr3b252,1,1
b00zr895xi,1,1
b00zre6bie,2,2
b00zrz7tti,1,1
b00zs186aw,1,1
b00zs5aifo,1,1
b00zs5c7s0,1,1
b00zs5o0r6,1,1
b00zs5ri48,1,1
b00zs5wtr4,1,1
b00zs6ju02,2,2
b00zs72jek,1,1
b00zs7lwei,1,1
b00zsbae16,1,1
b00zsc2vpm,1,1
b00zsd4aqy,1,1
b00zshe1p0,1,1
b00zsjpzq2,2,2
b00zsjqx0e,1,1
b00zsjrh22,1,1
b00zsoo4ua,14,13
b00zsqstrc,1,1
b00zsqt0wa,7,7
b00zsqtavg,1,1
b00zsqthqe,1,1
b00zsqtjq2,1,1
b00zswg7g6,1,1
b00zswl0mc,1,1
b00zswmyx6,2,2
b00zswp5v4,1,1
b00zt7j9kg,1,1
b00zt82aho,1,1
b00zt8pfo4,1,1
b00ztdgsp4,2,2
b00ztov3o4,2,2
b00ztsx2a8,1,1
b00ztxjpj0,1,1
b00ztxopae,4,4
b00ztxwlp0,2,2
b00zu9mkk4,1,1
b00zubihjk,5,5
b00zumxbpe,1,1
b00zutisau,2,2
b00zuwvq10,1,1
b00zve1lbc,1,1
b00zvlyc8e,1,1
b00zvux3cq,1,1
b00zvuxyti,1,1
b00zvyfbiq,1,1
b00zw9wlii,3,3
b00zwaksvo,2,2
b00zwba3k4,1,1
b00zwdhb84,5,5
b00zwdwniw,1,1
b00zwqc6ta,1,1
b00zws3zf2,8,8
b00zwux302,8,8
b00zwvzt3a,1,1
b00zx01yos,1,1
b00zxbuuqa,1,1
b00zxdxl1e,1,1
b00zxgfs6w,1,1
b00zxntxiy,1,1
b00zy9samm,1,1
b00zybqq8a,1,1
b00zybzbyk,2,2
b00zyc5z1i,5,5
b00zycv1bq,4,4
b00zydri8k,8,8
b00zyv5fqe,1,1
b00zzri0dc,5,5
b00zzrng40,1,1
b00zzw7mi6,1,1
b00zzyju2u,22,22
b01001j0v8,1,1
b01007wn4s,1,1
b01007x1d0,1,1
b0100i9u48,1,1
b0100ia2o0,1,1
b0100ike52,1,1
b0100ingj8,1,1
b0100l0azi,1,1
b0100lxfa0,1,1
b0100och5q,1,1
b0100wtxnm,2,2
b0100xhypk,1,1
b0100ynoeo,2,2
b01012z0bu,1,1
b01015kwtw,1,1
b01017f1pa,1,1
b01019mdqi,1,1
b0102pobgg,1,1
b01033zz80,2,2
b0103hm2pa,4,4
b0103jw2j4,1,1
b0104d1vve,2,2
b0105hivgc,1,1
b01066aaos,8,8
b01066ai22,1,1
b01068smt6,1,1
b01069p4kk,1,1
b0106ess9o,1,1
b0106h2xvu,1,1
b0106hjfck,2,2
b0106hjiww,1,1
b0106jfwha,1,1
b0106jhz52,1,1
b0106pelik,2,2
b0106szvli,1,1
b01077mjeu,3,3
b0107kh4m4,1,1
b0107o99dc,1,1
b0107orwko,3,3
b0107qykxy,4,4
b0107zcfe6,1,1
b01085e8d6,1,1
b01089icpc,9,9
b01089iqps,2,2
b01089tewc,1,1
b0108g79oa,1,1
b0108gvejq,1,1
b0108l0qhm,33,33
b0108lhzqc,1,1
b0108m59pk,1,1
b0108nqy2g,1,1
b0108wtmhq,18,18
b0108xkdws,1,1
b0108xkpnk,1,1
b0108zc1oy,1,1
b01098jc60,3,3
b0109q7ayi,2,2
b010acijku,10,10
b010b7oo30,1,1
b010b7pdg2,1,1
b010ba24mk,1,1
b010ba3032,1,1
b010bsdczu,2,2
b010bubbag,1,1
b010bunapa,1,1
b010by29a8,4,4
b010c7u99m,1,1
b010ca5bkq,1,1
b010ccmxh8,39,39
b010cdmr14,1,1
b010cegs72,2,2
b010cegyn0,3,3
b010ceh3hg,1,1
b010ceh7ig,1,1
b010cezrz6,2,2
b010cfqgm8,1,1
b010cfqlwi,1,1
b010cgci0g,4,4
b010cgcvz8,2,2
b010cgd0hg,2,2
b010cgdf0i,1,1
b010cgdmdi,1,1
b010cge160,1,1
b010cge4lw,1,1
b010cj1s68,5,5
b010ck3bo4,1,1
b010d2yiny,1,1
b010d4tdeg,1,1
b010d4tdms,1,1
b010dbe58s,2,2
b010dd777w,1,1
b010dkss1o,1,1
b010dndid4,1,1
b010e0l4fk,2,2
b010e43qt8,12,12
b010e52w06,1,1
b010e7qa6g,1,1
b010ejdj7m,1,1
b010esbw68,1,1
b010f3is3c,2,2
b010f7lid0,2,2
b010f8eja8,2,2
b010fm2vqi,1,1
b010fwnw3o,1,1
b010fxoxdq,1,1
b010fxp8su,1,1
b010g3c3xm,1,1
b010g66vak,1,1
b010g827yc,1,1
b010gex48e,1,1
b010gqulaq,1,1
b010gqv1k0,1,1
b010gqxjwi,3,3
b010gqxpiq,2,2
b010heozeu,1,1
b010hktc2o,1,1
b010i4tri8,1,1
b010iby5qu,1,1
b010ibya7e,1,1
b010iibr6y,1,1
b010iqisww,1,1
b010is2pd8,2,2
b010is2pj2,1,1
b010iw985w,1,1
b010jpod6c,1,1
b010k4x90s,1,1
b010k8u2ay,3,3
b010kmh26w,6,6
b010ksx42c,1,1
b010ky2m24,1,1
b010l02ruo,1,1
b010l13c8o,1,1
b010l13chu,1,1
b010l18xew,4,4
b010l59zcc,1,1
b010latca2,2,2
b010lbjnxm,1,1
b010lbjo04,3,3
b010lbjo5y,1,1
b010lbuq3i,1,1
b010ldzkn2,1,1
b010ldzknc,1,1
b010ldzksw,1,1
b010lgrgf4,1,1
b010lhpqgo,2,2
b010lqz4cq,1,1
b010lsm7ns,1,1
b010lt2k9i,1,1
b010lxucfi,8,8
b010m5ai2c,1,1
b010m9wgjq,1,1
b010ma8sn8,1,1
b010mehg9g,1,1
b010mmsdwm,1,1
b010moh2dq,1,1
b010moqkvg,1,1
b010mumgp4,1,1
b010mx7zny,2,2
b010mxj762,4,4
b010mz8rkw,2,2
b010mz8t2s,3,3
b010mz8t5k,1,1
b010mz8tcs,1,1
b010mz8umc,1,1
b010n4ixmo,2,2
b010nb5s3e,1,1
b010nlhcow,5,5
b010o67hsc,1,1
b010o69ncu,1,1
b010o8u0oi,1,1
b010oaets4,1,1
b010odqjhk,1,1
b010of5kak,1,1
b010oiis3i,1,1
b010okc9nq,1,1
b010okuaz0,4,4
b010ol5mi4,1,1
b010oosm3i,2,2
b010oppmyy,2,2
b010ot6sc0,2,2
b010pd5xqm,5,5
b010pky5tq,5,5
b010pqe4eq,1,1
b010q04x7e,1,1
b010q6bx26,2,2
b010r32l3i,2,2
b010rec77c,1,1
b010reokdq,1,1
b010rhdq0g,1,1
b010rjudza,7,7
b010s8mxcg,2,2
b010sdlcws,1,1
b010sdlxw2,1,1
b010sdmo4s,1,1
b010sdngta,1,1
b010se68s0,1,1
b010t5y6pu,2,2
b010t5ybz0,1,1
b010t5yor0,2,2
b010t5z1m2,1,1
b010t5z59g,1,1
b010t60ay0,1,1
b010tmjwxo,1,1
b010twurry,1,1
b010tz2f5i,1,1
b010uaod20,1,1
b010udg6ng,2,2
b010uhd3t2,12,12
b010uiw82e,3,3
b010ur6sb2,1,1
b010ur7btk,1,1
b010ut9hng,1,1
b010utts1w,1,1
b010uu0pu4,2,2
b010v03u8m,2,2
b010v08z4q,1,1
b010v3jzuq,1,1
b010vbm90q,1,1
b010vdt5h4,1,1
b010vu173w,1,1
b010w1kzpq,3,3
b010wakmpa,4,4
b010x9ur0u,1,1
b010xa4b3i,1,1
b010xawc2u,41,41
b010xhy4jm,8,8
b010xppk6a,3,3
b010y0m0yo,1,1
b010y6fij2,1,1
b010ya5xqg,2,2
b010ygc7dm,1,1
b0110o7om6,1,1
b0111h0jho,1,1
b0111zsrru,1,1
b0111zss2o,7,7
b0112khabs,1,1
b0112n33hk,2,2
b01130g2ny,1,1
b01130g9eg,1,1
b01130ipde,1,1
b01131bdvo,1,1
b0113puj06,1,1
b01143ujk2,2,2
b01149kqww,1,1
b0114ad8to,3,3
b0114aerbm,8,8
b0114avcag,1,1
b0114awzma,4,4
b0114bylm6,1,1
b0114dgwjy,1,1
b0114dh2vg,1,1
b0114diedg,2,2
b0114f07r0,2,2
b0114z6kpi,1,1
b0114zw0ck,2,2
b0115lymec,1,1
b0115muob6,1,1
b0115mvq3g,1,1
b0115n6epk,1,1
b0115nrk4o,2,2
b0115nrk58,2,2
b0115prdqw,1,1
b0115rtx6i,1,1
b0115xolgy,2,2
b0116d6mco,2,2
b0116ipfmm,1,1
b0116lnhag,1,1
b0116nbmt2,1,1
b0116prnrk,17,17
b0116sjkj6,1,1
b0116uisq0,1,1
b0117a6olk,1,1
b0117ilcm8,13,13
b0117l1qi0,1,1
b0117pxp1m,63,63
b0117rrib8,2,2
b0117ru7wa,1,1
b0117t15ii,1,1
b0117u5j5c,2,2
b0117xj6gc,1,1
b011829e6o,1,1
b01186qwyc,1,1
b01186s6xm,1,1
b01186s6y6,1,1
b01186s722,1,1
b01186s7ng,1,1
b011887d8e,1,1
b0118ajib2,1,1
b0118dy17k,2,2
b0118ejav6,1,1
b0118ftew0,1,1
b0118ga2zc,1,1
b0118s6tfm,1,1
b0118ux732,5,5
b0118z18ec,3,3
b01191f6qq,18,18
b01193zbdc,1,1
b01197y9ja,1,1
b0119bu5te,1,1
b0119ieza2,1,1
b0119ivcgm,1,1
b0119okgvi,7,6
b0119okojc,2,2
b0119shf8q,1,1
b0119sijvi,1,1
b0119uy384,1,1
b0119xitnq,1,1
b0119y5d70,1,1
b0119yn4ik,1,1
b0119zxpbk,1,1
b011a07hiq,2,2
b011a0erys,1,1
b011a4bmjw,1,1
b011alcfr8,1,1
b011amfhbs,2,2
b011ao0s3s,1,1
b011ax54ba,1,1
b011b5jkp8,1,1
b011bbqqek,1,1
b011bmhgkm,1,1
b011bnp1ee,1,1
b011bnsw1i,1,1
b011bntzm8,1,1
b011boo57w,14,14
b011boqlco,1,1
b011bortv6,1,1
b011bosykg,3,3
b011botlda,1,1
b011bouqne,1,1
b011bqvfak,6,6
b011bu9i00,1,1
b011bwiz52,1,1
b011bxnyti,1,1
b011c34eve,13,12
b011cdapy4,2,2
b011cjebs4,1,1
b011clzyjw,2,2
b011cp0kec,1,1
b011cqaaci,1,1
b011cslfes,1,1
b011cw7uqg,2,2
b011d71qk6,1,1
b011desfzs,1,1
b011dob6ue,4,4
b011duvfmw,2,2
b011dycnre,1,1
b011dycs0g,2,2
b011dydusa,1,1
b011e00ifg,1,1
b011e8nqf2,1,1
b011em6qhi,2,2
b011enows2,2,2
b011fd8si6,1,1
b011fgl1l4,1,1
b011fnb7wk,1,1
b011fodt16,1,1
b011hby3bw,2,2
b011hc4as2,1,1
b011hccrak,1,1
b011i9o7be,1,1
b011iaxd5e,1,1
b011iazadc,1,1
b011ibigka,1,1
b011icfumq,1,1
b011ich4b6,1,1
b011icujcc,1,1
b011icvru0,1,1
b011ied7u6,1,1
b011ifquq8,1,1
b011int1so,2,2
b011ip3o9y,2,2
b011j1r7li,3,3
b011j4t9m0,17,17
b011j59va4,6,6
b011jgjqp8,1,1
b011jgkk4e,1,1
b011jid3u0,1,1
b011jjn2zu,2,2
b011k9r0ne,1,1
b011kdai0w,1,1
b011keipga,1,1
b011kf4b8u,3,3
b011klseau,1,1
b011km56qe,6,6
b011kulues,2,2
b011lmozsi,1,1
b011lndb14,1,1
b011lo9eeg,2,2
b011lsryik,6,6
b011lvd1t8,1,1
b011m1ccds,1,1
b011m618me,1,1
b011m65qmc,2,2
b011maqv40,3,3
b011mbqqfs,2,2
b011mnudsm,3,3
b011mucbfs,4,4
b011na0ikc,1,1
b011naobn2,1,1
b011naspkw,1,1
b011nb0jim,1,1
b011ncg8bi,8,8
b011nclq3i,5,5
b011nd1kr4,1,1
b011ndebyi,1,1
b011ndur46,1,1
b011nja38a,2,2
b011nn05n4,1,1
b011nyps7q,1,1
b011nyturu,1,1
b011o5eld6,10,10
b011o5fs06,1,1
b011o5odwa,1,1
b011o940ss,9,9
b011oaxe70,2,2
b011om2vju,1,1
b011omgrig,1,1
b011ozin7q,1,1
b011p0acjc,1,1
b011p1yzjy,1,1
b011pt6y7m,2,2
b011ptppt0,1,1
b011pvimpw,3,3
b011pz32lc,4,4
b011pzviyk,1,1
b011q05ozs,1,1
b011q0phhs,1,1
b011q3mtsu,1,1
b011q9o8o2,7,7
b011qej81k,1,1
b011qfp1i8,2,2
b011qkas3q,1,1
b011qn5kr2,1,1
b011qpa7i2,1,1
b011qtox10,1,1
b011r1hwc4,3,3
b011r1hzzs,2,2
b011r5245a,3,3
b011rpfazg,2,2
b011rxriik,1,1
b011ry65wo,35,35
b011s3efj4,3,3
b011s49pgq,2,2
b011sehsba,1,1
b011sezbd2,1,1
b011sgwrge,1,1
b011sham7o,1,1
b011spwc10,1,1
b011suu9p6,1,1
b011t7djw8,4,4
b011t9my0o,1,1
b011tdkrp4,1,1
b011v2iug6,1,1
b011vgapoc,5,5
b011vgaslw,13,13
b011vmfmw6,3,3
b011vp1p38,4,4
b011vpbz7e,1,1
b011vv1ib6,1,1
b011w4qyj8,1,1
b011w8ubk2,1,1
b011xbudqa,11,11
b011xdwy4c,3,3
b011xtrumm,1,1
b011xxf660,1,1
